run_id,scenario_id,rate_regime,replication,parameter_set_id,cumulative_new_credit,cumulative_output,shock
dcd717abf0d91d83ee9cf54f,local_base_credit_demand_plus10_shock,market,6,v0.4-local-sensitivity-1-base_credit_demand_plus10,0.920825540746018,2864.016437718964,True
049507f8387bb33114c8ef2f,local_base_credit_demand_plus10_shock,market,7,v0.4-local-sensitivity-1-base_credit_demand_plus10,13.486881989810279,3016.5838952000627,True
8d5261d99ec42dc685c4100c,local_base_credit_demand_plus10_shock,market,8,v0.4-local-sensitivity-1-base_credit_demand_plus10,10.767234462490645,2983.874232995915,True
a4a4ee50dd4ddda7cbe1cc1a,local_base_credit_demand_plus10_shock,market,9,v0.4-local-sensitivity-1-base_credit_demand_plus10,3.447742140932766,2961.2864624723684,True
d92708b035ae9b815cfd52f4,local_capital_price_minus10_baseline,administered,0,v0.4-local-sensitivity-1-capital_price_minus10,11.291306842128762,2976.492731237171,False
ca5636a34ddc3ea18320fc5c,local_capital_price_minus10_baseline,administered,1,v0.4-local-sensitivity-1-capital_price_minus10,15.434048386964973,2629.9157105137674,False
05e6cab9b6c4fb612fdd40f1,local_capital_price_minus10_baseline,administered,2,v0.4-local-sensitivity-1-capital_price_minus10,6.307557615258138,3165.745001797294,False
0f831da02e1cdfb64def8799,local_capital_price_minus10_baseline,administered,3,v0.4-local-sensitivity-1-capital_price_minus10,9.578143045391984,2960.9345144880226,False
0f8ef273afae564da83092a1,local_capital_price_minus10_baseline,administered,4,v0.4-local-sensitivity-1-capital_price_minus10,1.2459373067176567,3021.214797841538,False
0877803833fab4b7f5fd0317,local_capital_price_minus10_baseline,administered,5,v0.4-local-sensitivity-1-capital_price_minus10,23.74709278595561,2970.097608375317,False
241e792a497c7d1cc668be63,local_capital_price_minus10_baseline,administered,6,v0.4-local-sensitivity-1-capital_price_minus10,11.60279116880818,2928.64976806477,False
9f44b3f1b629af9a0a513f8b,local_capital_price_minus10_baseline,administered,7,v0.4-local-sensitivity-1-capital_price_minus10,7.709237085315499,2925.072823436756,False
d8f946a54c0dcd30763a0f6a,local_capital_price_minus10_baseline,administered,8,v0.4-local-sensitivity-1-capital_price_minus10,1.4016794700573638,3021.6336153457346,False
799c5ec8101ecac89599a414,local_capital_price_minus10_baseline,administered,9,v0.4-local-sensitivity-1-capital_price_minus10,11.83640441381774,2823.8446575219205,False
51e6b5331cdf9b90eebb8358,local_capital_price_minus10_baseline,market,0,v0.4-local-sensitivity-1-capital_price_minus10,4.407503222513711,2963.6669268981545,False
403cfa0d998c5f212c467ec8,local_capital_price_minus10_baseline,market,1,v0.4-local-sensitivity-1-capital_price_minus10,8.95517439203316,2625.0436431206685,False
30e16e52ece52db11b8b5716,local_capital_price_minus10_baseline,market,2,v0.4-local-sensitivity-1-capital_price_minus10,2.4918746134353134,3156.2385099957587,False
7cbb1ad570afc123f71d6bcc,local_capital_price_minus10_baseline,market,3,v0.4-local-sensitivity-1-capital_price_minus10,5.653440529231367,2952.6033903040975,False
2e6c4a7a6c7deb614e2ac4b5,local_capital_price_minus10_baseline,market,4,v0.4-local-sensitivity-1-capital_price_minus10,0.0,3019.745740334353,False
649636be3a03bd5c4997795d,local_capital_price_minus10_baseline,market,5,v0.4-local-sensitivity-1-capital_price_minus10,16.38407558333719,2962.9120371280046,False
41a0215430f530ca3edbd67b,local_capital_price_minus10_baseline,market,6,v0.4-local-sensitivity-1-capital_price_minus10,5.840331125239017,2916.0803843538174,False
cee003fe02cddc06c4ff7df0,local_capital_price_minus10_baseline,market,7,v0.4-local-sensitivity-1-capital_price_minus10,4.781284414529008,2918.682731170952,False
f081b4299c81c3b8626a75f5,local_capital_price_minus10_baseline,market,8,v0.4-local-sensitivity-1-capital_price_minus10,1.2459373067176567,3019.624998517031,False
83f2090e306d77ce7cff64e6,local_capital_price_minus10_baseline,market,9,v0.4-local-sensitivity-1-capital_price_minus10,6.743635672609316,2816.015226007179,False
8825a3b09058825268bf1944,local_capital_price_minus10_shock,administered,0,v0.4-local-sensitivity-1-capital_price_minus10,15.223796466456367,2983.8954462323336,True
323de7e370aab66b442e3640,local_capital_price_minus10_shock,administered,1,v0.4-local-sensitivity-1-capital_price_minus10,20.17639726065905,2752.5777325821323,True
31c4ef5d9946e4a9186de03c,local_capital_price_minus10_shock,administered,2,v0.4-local-sensitivity-1-capital_price_minus10,12.207817469047113,3175.434551867053,True
27be390227e57be37ae0a63c,local_capital_price_minus10_shock,administered,3,v0.4-local-sensitivity-1-capital_price_minus10,13.491164899302131,2981.489550666649,True
9167e1f9429628e8abf5db52,local_capital_price_minus10_shock,administered,4,v0.4-local-sensitivity-1-capital_price_minus10,1.713163796736778,3021.658449993234,True
e934c42a597f5d1f0c6faff0,local_capital_price_minus10_shock,administered,5,v0.4-local-sensitivity-1-capital_price_minus10,28.567006310585768,3023.4776242973417,True
965a0941495e5fab17233eea,local_capital_price_minus10_shock,administered,6,v0.4-local-sensitivity-1-capital_price_minus10,15.593684104388174,2942.9099381837887,True
eff67e3fde3a479a1c03e800,local_capital_price_minus10_shock,administered,7,v0.4-local-sensitivity-1-capital_price_minus10,10.719591433693626,2934.5106479149485,True
66560313cd2ade37aeb68e31,local_capital_price_minus10_shock,administered,8,v0.4-local-sensitivity-1-capital_price_minus10,2.024648123416192,3022.3405436246367,True
eeb1ec4b88aedf693fcdf636,local_capital_price_minus10_shock,administered,9,v0.4-local-sensitivity-1-capital_price_minus10,17.261131487845685,2873.293113567023,True
980aed4b304e2ab1286c17df,local_capital_price_minus10_shock,market,0,v0.4-local-sensitivity-1-capital_price_minus10,7.491198056639909,2971.1770484822064,True
f555e2cebce6b6088f8049ac,local_capital_price_minus10_shock,market,1,v0.4-local-sensitivity-1-capital_price_minus10,14.920099247943938,2747.683865540097,True
3016db1d4136dfe0a654c4bb,local_capital_price_minus10_shock,market,2,v0.4-local-sensitivity-1-capital_price_minus10,5.388678851553866,3162.5264301659727,True
17d3c27795cbb94d2d9194b4,local_capital_price_minus10_shock,market,3,v0.4-local-sensitivity-1-capital_price_minus10,9.667694789312314,2973.1394265077456,True
