run_id,regime,seed,coefficient,value
cd0ba7a86ef719f4-5482448e2e03,administered,10021,expected_inflation,0.009776306310527087
4d95787e5aec7381-62fe44699189,administered,10022,borrower_leverage,0.005259234154894408
4d95787e5aec7381-62fe44699189,administered,10022,borrower_risk,0.0011151259067337781
4d95787e5aec7381-62fe44699189,administered,10022,reserve_buffer,0.0042649453644802516
4d95787e5aec7381-62fe44699189,administered,10022,expected_inflation,0.011284363335171422
0bad267438f012f5-ff9a5ec5f511,administered,10023,borrower_leverage,0.00528804777105762
0bad267438f012f5-ff9a5ec5f511,administered,10023,borrower_risk,0.0011555642181952702
0bad267438f012f5-ff9a5ec5f511,administered,10023,reserve_buffer,0.004354445975018951
0bad267438f012f5-ff9a5ec5f511,administered,10023,expected_inflation,0.01077216087922199
687a1c7409beb340-1ffd3dc6d858,administered,10024,borrower_leverage,0.005170057597733381
687a1c7409beb340-1ffd3dc6d858,administered,10024,borrower_risk,0.00117263947328366
687a1c7409beb340-1ffd3dc6d858,administered,10024,reserve_buffer,0.004222239507147336
687a1c7409beb340-1ffd3dc6d858,administered,10024,expected_inflation,0.011688423261539597
649ae41abe2e9840-e7e457623f58,administered,10025,borrower_leverage,0.005210480721032217
649ae41abe2e9840-e7e457623f58,administered,10025,borrower_risk,0.0011717246400887384
649ae41abe2e9840-e7e457623f58,administered,10025,reserve_buffer,0.004198812211709357
649ae41abe2e9840-e7e457623f58,administered,10025,expected_inflation,0.010644058400731569
caf9373a3c9fbe23-7b213db7cc6e,administered,10026,borrower_leverage,0.005222808311632064
caf9373a3c9fbe23-7b213db7cc6e,administered,10026,borrower_risk,0.0011339908506379109
caf9373a3c9fbe23-7b213db7cc6e,administered,10026,reserve_buffer,0.0038557512216630657
caf9373a3c9fbe23-7b213db7cc6e,administered,10026,expected_inflation,0.011386416837078625
ec4d740406a1c925-048cbaf2bb1e,administered,10027,borrower_leverage,0.0050554919797497645
ec4d740406a1c925-048cbaf2bb1e,administered,10027,borrower_risk,0.0011250516982078019
ec4d740406a1c925-048cbaf2bb1e,administered,10027,reserve_buffer,0.0037702132854422797
ec4d740406a1c925-048cbaf2bb1e,administered,10027,expected_inflation,0.010854993229048248
4da82357bc038cb0-99dd807cb2d9,administered,10028,borrower_leverage,0.005033866530360721
4da82357bc038cb0-99dd807cb2d9,administered,10028,borrower_risk,0.0011841167412522133
4da82357bc038cb0-99dd807cb2d9,administered,10028,reserve_buffer,0.00408767789879949
4da82357bc038cb0-99dd807cb2d9,administered,10028,expected_inflation,0.011709081351821806
f1bff8e79567d2fd-cd2d75e320c6,administered,10029,borrower_leverage,0.005199188371203455
f1bff8e79567d2fd-cd2d75e320c6,administered,10029,borrower_risk,0.001176806099541508
f1bff8e79567d2fd-cd2d75e320c6,administered,10029,reserve_buffer,0.004094038350568421
f1bff8e79567d2fd-cd2d75e320c6,administered,10029,expected_inflation,0.010570310926772943
7e2c6ef71861b81d-f7762daaffef,market,10000,borrower_leverage,0.016565735455881702
7e2c6ef71861b81d-f7762daaffef,market,10000,borrower_risk,0.004122362504557631
7e2c6ef71861b81d-f7762daaffef,market,10000,reserve_buffer,0.002263389202986254
7e2c6ef71861b81d-f7762daaffef,market,10000,expected_inflation,0.9757189097693207
3ff8c2373726675b-e539d3e3f552,market,10001,borrower_leverage,0.015429357746392773
3ff8c2373726675b-e539d3e3f552,market,10001,borrower_risk,0.004093680359874297
3ff8c2373726675b-e539d3e3f552,market,10001,reserve_buffer,0.002676611608492422
3ff8c2373726675b-e539d3e3f552,market,10001,expected_inflation,0.9191008699875458
0dc77a10d347a9d9-1a87815e7e6a,market,10002,borrower_leverage,0.016166720060447805
0dc77a10d347a9d9-1a87815e7e6a,market,10002,borrower_risk,0.004009838705186991
