parameter_set_id,outcome,matched_seeds,mean_effect,standard_deviation,minimum_effect,maximum_effect,positive_seed_share,production_alpha,investment_share,base_credit_demand,risk_price,liquidity_price,capital_price
lhs-085,cumulative_new_credit,5,21.67727899997312,22.24820650829511,-7.3248250038760006,50.79664041863505,0.8,0.21183776113752392,0.2337323001657236,17.578396656203708,0.02474725641249308,0.018343028851795423,0.0053496430690363524
lhs-086,cumulative_new_credit,5,2.282577408481493,5.6025707097335,-3.952711091831766,10.695058654626024,0.6,0.33054165825132253,0.36475201797495826,9.776694135578662,0.005480819438300479,0.03169005838185895,0.0034749116009081165
lhs-087,cumulative_new_credit,5,31.721473848782257,34.1375664480703,-2.2706949249190984,70.30053365869895,0.8,0.46835406879416835,0.37587162814020725,6.060624030515784,0.024121635353866144,0.02962079607474617,0.02394585458585434
lhs-088,cumulative_new_credit,5,78.83857791062016,53.738261823192865,15.25168618548426,136.98357567380026,1.0,0.2161798180720379,0.5985626096770374,11.159808576779763,0.026602741584040315,0.023392573430735752,0.025956323931753712
lhs-089,cumulative_new_credit,5,43.33137051587873,31.126050374511085,-5.064973674819754,75.64983693561912,0.8,0.4510079609623237,0.39193023934991034,9.571229244559415,0.04026311739965526,0.0036843286334164744,0.004457398173580039
lhs-090,cumulative_new_credit,5,0.7590901074758456,4.630047219989067,-6.638381255985749,5.534568509910251,0.6,0.46153098072784493,0.28282883260189406,15.928219417129478,0.007888121917530652,0.020012194021278244,0.004218662718794492
lhs-091,cumulative_new_credit,5,26.04790883620434,35.27334140432416,-15.534801865396517,65.76183728164582,0.6,0.32356056861375887,0.44973924967952084,13.095486703140235,0.03272020428515774,0.015537535631233876,0.013814636845046583
lhs-092,cumulative_new_credit,5,42.11432739506432,36.118343080641004,-0.6097906527812924,98.00516441171966,0.8,0.2651767944649206,0.4570129099207004,12.079039037498227,0.03772347993537262,0.01806109442110777,0.019436758252772864
lhs-093,cumulative_new_credit,5,37.707426351157906,61.74071089624773,-11.323661456309225,145.4423004715092,0.8,0.23039874686437986,0.1687680533449719,13.63334318750919,0.028456513506654738,0.03528074406214489,0.010417102967537006
lhs-094,cumulative_new_credit,5,47.87653128325105,66.88796359348198,-5.13520068802314,158.91798597069106,0.6,0.25086390869267994,0.18309973577358477,12.754161882055026,0.04557698254848064,0.003036265757161441,0.024198162367025072
lhs-095,cumulative_new_credit,5,7.040944349165146,10.42806338614081,-5.812519612467703,21.287529030193497,0.8,0.3174171617554597,0.5420577121270451,16.29758044879207,0.009799286685100252,0.01229061893305389,0.01458704793242635
lhs-096,cumulative_new_credit,5,-2.344256084707876,5.488356836659779,-9.23069526677186,5.960271061197233,0.2,0.20529898031496774,0.5750606425450625,8.096130590034955,0.005243783873957164,0.034048748478081925,0.019314818767306938
lhs-097,cumulative_new_credit,5,32.257612682073216,23.93900888453894,10.530145355574355,58.871098748235056,1.0,0.3378789140993167,0.2746485519606683,8.754561551461347,0.021778914617964235,0.03408519104926396,0.0033725113768268682
lhs-098,cumulative_new_credit,5,25.92698926687355,32.930094364150946,-0.988407012945876,81.44841099183594,0.8,0.4061343127881972,0.21778088905488124,19.735385433872004,0.02142726152194829,0.008409399186351914,0.0045855146354377525
lhs-099,cumulative_new_credit,5,21.468345486759585,39.14108840216917,-16.290293945844525,77.92484338369172,0.6,0.22338063568664862,0.21642625353435918,17.9650693778795,0.03939079994985621,0.013452950446134967,0.028596968920975047
lhs-000,cumulative_output,5,-25.93193375892297,27.53357357778931,-62.640637880746,1.5696432970594287,0.2,0.47992855696354886,0.19256067393411266,17.890406861859343,0.013153800407605318,0.012848099046085991,0.024673306267553194
lhs-001,cumulative_output,5,-64.11105592845043,70.19758396297809,-123.98107838571195,46.91110300839637,0.2,0.3853841965841509,0.19516717290852095,18.92960231483749,0.029218431748948455,0.03894743538500968,0.027420426856872224
lhs-002,cumulative_output,5,-58.54933483526793,64.34367822165466,-132.3283606594332,11.864490378919527,0.2,0.20226535629570072,0.1879043408257433,11.828417801179242,0.049692274648982265,0.006702368425143325,0.020157763446255014
lhs-003,cumulative_output,5,-17.151487728758365,47.40563951713578,-82.56486875427345,40.17232623971586,0.4,0.24029216342497967,0.16526893137187734,18.712677389049816,0.037920033729592136,0.019319640612318084,0.012295412264207257
lhs-004,cumulative_output,5,25.145067053074307,13.51823589033436,12.228574463012137,46.08911173603383,1.0,0.2979344271377215,0.5088078745597293,6.991530130354737,0.0346135491264117,0.01093638040382968,0.01261108445577072
