run_id,cumulative_new_credit,cumulative_output,unresolved_liquidity_shortfall,mean_unfunded_share,cumulative_consumption,defaults,write_offs,resolution_cost,credit_weighted_productivity,scenario_id,rate_regime,replication
6772ee321cfeab5fdc9f4d60,26.600761498421974,4550.180188792241,0.0,0.0037606837606837568,2766.3369608352505,0,0.0,0.0,1.0451171164547497,h7_reserve_0.05_unavailable_0.0,administered,9
67d0a49f3f68f7698b752018,36.33464670715367,4726.480414951555,0.0,0.028706381337960243,2787.0000278417174,0,0.0,0.0,1.0859327253821969,h7_reserve_0.20_limited_0.5,administered,2
683a78899ad68a23b8dc6839,13.175787018539221,4244.896705888261,0.0,0.516428832518896,2398.732339329899,0,0.0,0.0,1.023881806992927,h7_reserve_0.20_penalty_1.0,market,6
68cd5d062e4b7c6a2323e940,16.804579424354397,4457.400962199176,0.0,0.05648298460798454,2733.9614110986745,0,0.0,0.0,1.0487131448683353,h7_reserve_0.10_limited_0.5,administered,19
690ca681f3945e1d04d48c96,13.113490153203339,4244.851332668412,0.0,0.5175591007181297,2398.7236933485515,0,0.0,0.0,1.0244239480302655,h7_reserve_0.05_unavailable_0.0,market,6
69d340e7fec336710f1042fe,12.615115230516276,4455.899980342014,0.0,0.4835778479220074,2600.9333761032644,0,0.0,0.0,1.1934709246129798,h7_reserve_0.50_penalty_1.0,market,0
6a13acf96e389456c3230ac2,17.474270726715137,4601.55319359919,0.0,0.5874551683682864,2716.320878658533,0,0.0,0.0,1.1325136804625655,h7_reserve_0.10_unavailable_0.0,market,14
6a8ed5e8b65905ae510b9760,6.042795937580634,4658.86019907429,0.0,0.4525459176781747,2881.2055879699606,0,0.0,0.0,1.1422034068335905,h7_reserve_0.20_limited_0.5,market,18
6ae1cdba8b7f5ac135cfa219,20.1530359361581,4612.810528214268,0.0,0.08083062770562746,2558.304073005226,0,0.0,0.0,1.1600019947801545,h7_reserve_0.35_limited_1.0,administered,8
6afa0e19a781ef0495949f0d,35.9452912988044,4624.000285356185,0.0,0.027520221370796086,2728.252010773224,0,0.0,0.0,1.074100620610004,h7_reserve_0.50_unavailable_0.0,administered,14
6b257a7e8696c5ae290f4cbc,20.62026242617722,4613.013727974444,0.0,0.05386904761904752,2558.4441280763217,0,0.0,0.0,1.150716873515619,h7_reserve_0.20_limited_0.5,administered,8
6b2d07041d48ce16a6ef688c,19.171860307117946,4612.313246608438,0.0,0.12908384439634418,2558.0494890609616,0,0.0,0.0,1.1796509219312448,h7_reserve_0.50_penalty_1.0,administered,8
6bc729ebc282b632a9894fcf,18.330852625083526,3994.2454097526193,0.0,0.5601616243591037,2017.7711131834483,0,0.0,0.0,1.1431807966461514,h7_reserve_0.35_penalty_1.0,market,12
6c0eefb397b060ea6da123b6,11.353603707464648,4577.214970675694,0.0,0.5196337333387898,2752.1022569323673,0,0.0,0.0,1.0164393729728636,h7_reserve_0.20_limited_1.0,market,11
6c79e85281118e5482409e7c,23.45476979895989,4822.573200728468,0.0,0.0434857734857734,2813.34757085578,0,0.0,0.0,1.1294750662434072,h7_reserve_0.05_limited_0.5,administered,7
6ce0dbd7b3d57c86047230be,26.600761498421974,4550.184166086984,0.0,0.0038461538461538377,2766.3376220688865,0,0.0,0.0,1.0451689413006435,h7_reserve_0.35_penalty_1.0,administered,9
6d8979ccac1dedd5734c5804,17.95707143306823,4560.549816192219,0.0,0.0578106054083861,2629.4350776721153,0,0.0,0.0,1.1263340913268938,h7_reserve_0.50_unavailable_0.0,administered,4
6dfe143ea94044983a7e534b,6.042795937580634,4658.86019907429,0.0,0.4525459176781747,2881.2055879699606,0,0.0,0.0,1.1422034068335905,h7_reserve_0.35_penalty_1.0,market,18
6e37cce459bcb2c674025edd,10.699486621437877,4640.593962992475,0.0,0.47825345553548027,2632.668507169616,0,0.0,0.0,1.1333619604983824,h7_reserve_0.20_limited_0.5,market,17
6e5ef414bc43c0221b88d1de,6.307557615258137,4545.021675543642,0.0,0.5835333064461922,2622.992791065509,0,0.0,0.0,1.2633523025161755,h7_reserve_0.10_unavailable_0.0,market,4
6fca21a1facf3da5feae0c4f,4.983749226870627,4513.5496013263055,0.0,0.7716509402906461,2951.700507464503,0,0.0,0.0,1.1573077058489072,h7_reserve_0.10_unavailable_0.0,market,10
706acc30b48281ad159593ea,13.144638585871279,4244.876430447751,0.0,0.5170035451625742,2398.7302206249587,0,0.0,0.0,1.0241311117448302,h7_reserve_0.10_limited_0.5,market,6
70a34b173b4a84add420406a,23.563789313297686,4822.668128230806,0.0,0.03975561475561467,2813.395288540965,0,0.0,0.0,1.1279869489594556,h7_reserve_0.20_unavailable_0.0,administered,7
70d8cb53c046b873fd24140e,21.02519205086046,4533.701165816161,0.0,0.03224942112650467,2962.4893155598966,0,0.0,0.0,1.0172207691843977,h7_reserve_0.05_penalty_1.0,administered,10
715c0837d72bcc698b9395f7,15.169286709287473,4652.250756963657,0.0,0.4087097070190214,2708.7639745308807,0,0.0,0.0,1.2182063491783053,h7_reserve_0.50_limited_0.5,market,13
7179a12f2797df2c3df64db0,11.104416246121117,4576.887370631505,0.0,0.5305759859867928,2751.928168285478,0,0.0,0.0,1.0171618666649522,h7_reserve_0.10_unavailable_0.0,market,11
7271d7daa0fc4fde943076e4,23.750679909305333,4255.714877664206,0.0,0.05636883385762421,2403.426665206644,0,0.0,0.0,1.0171765439088107,h7_reserve_0.35_limited_0.5,administered,6
72adde6cfe4bce8e6aff9f50,33.275605357384265,4004.9227334282205,0.0,0.07643680989320191,2023.6144474814694,0,0.0,0.0,1.065140283995194,h7_reserve_0.05_limited_1.0,administered,12
73423a589228ee00114afac8,13.892200969901873,4321.957688276242,0.0,0.4777490419202375,2325.058845348437,0,0.0,0.0,1.1867476674704298,h7_reserve_0.10_unavailable_0.0,market,1
73d257d220b571f76094e97f,26.631909931089915,4550.22450491101,0.0,0.003205128205128201,2766.3601734058007,0,0.0,0.0,1.0449373146771033,h7_reserve_0.10_limited_0.5,administered,9
74544b945c1a4c1f386888ff,26.176023214855263,4419.5643993064905,0.0,0.03232757288709229,2519.975613651904,0,0.0,0.0,1.0319471923408827,h7_reserve_0.35_unavailable_0.0,administered,15
74cb70a8ff35efe68d41978c,22.224406708576204,4709.242007533473,0.0,0.41926582157319175,2777.7141725627853,0,0.0,0.0,1.1483965618464573,h7_reserve_0.35_limited_0.5,market,2
74e667b325e0720af86e800a,12.92659955719569,4669.316461514634,0.0,0.02173697761933054,2886.055550364862,0,0.0,0.0,1.0970586891656733,h7_reserve_0.05_unavailable_0.0,administered,18
74fb8d3209a0ac9069c2801b,12.92659955719569,4669.316461514634,0.0,0.02173697761933054,2886.055550364862,0,0.0,0.0,1.0970586891656733,h7_reserve_0.05_penalty_1.0,administered,18
75a87249f74d46d20eba30a1,11.696236466812003,4404.424730586304,0.0,0.6454509625206104,2513.6835176083405,0,0.0,0.0,1.0568127153308629,h7_reserve_0.35_limited_1.0,market,15
75f167bbda531a68cb55b639,23.563789313297686,4822.668128230806,0.0,0.03975561475561467,2813.395288540965,0,0.0,0.0,1.1279869489594556,h7_reserve_0.20_limited_0.5,administered,7
75f4f76831a9af448fae6419,20.744856156848986,4533.390244349307,0.0,0.04387867647058815,2962.3031516534784,0,0.0,0.0,1.018960628546854,h7_reserve_0.50_unavailable_0.0,administered,10
761ad305ec9cdeda40358991,22.52031681892165,4591.354741715513,0.0,0.0124412393162393,2759.173749717972,0,0.0,0.0,1.0102752539539412,h7_reserve_0.10_limited_1.0,administered,11
